id	name	name_ascii
990	San Luis Potosí	San Luis Potosi
991	Renqiu	Renqiu
992	João Pessoa	Joao Pessoa
993	Toluca	Toluca
994	Honolulu	Honolulu
995	Querétaro	Queretaro
996	Xindi	Xindi
997	Wu’an	Wu'an
998	Hermosillo	Hermosillo
999	Wutong	Wutong
1000	Taguig City	Taguig City
1001	Saltillo	Saltillo
1002	Gaoyou	Gaoyou
1003	Hejian	Hejian
1004	Yiyang	Yiyang
1005	Puxi	Puxi
1006	Zijinglu	Zijinglu
1007	Trabzon	Trabzon
1008	Xiashi	Xiashi
1009	Valencia	Valencia
1010	Dongyang	Dongyang
1011	McAllen	McAllen
1012	Abaeté	Abaete
1013	Palermo	Palermo
1014	Johor Bahru	Johor Bahru
1015	Qingping	Qingping
1016	Morelia	Morelia
1017	Niigata	Niigata
1018	Pasig City	Pasig City
1019	Morādābād	Moradabad
1020	Hamamatsu	Hamamatsu
1021	Culiacán	Culiacan
1022	Xiangxiang	Xiangxiang
1023	Malang	Malang
1024	Xingyi	Xingyi
1025	Chaohucun	Chaohucun
1026	Fuyang	Fuyang
1027	Antipolo	Antipolo
1028	Lubango	Lubango
1029	Nottingham	Nottingham
1030	Cencheng	Cencheng
1031	Kraków	Krakow
1032	Erzurum	Erzurum
1033	Hempstead	Hempstead
1034	Al ‘Ayn	Al `Ayn
1035	Songzi	Songzi
1036	Laixi	Laixi
1037	Bahawalpur	Bahawalpur
1038	Zhongba	Zhongba
1039	Qingnian	Qingnian
1040	Albuquerque	Albuquerque
1041	Kaduna	Kaduna
1042	Tlalnepantla	Tlalnepantla
1043	Xinhualu	Xinhualu
1044	Guangshui	Guangshui
1045	Frankfurt	Frankfurt
1046	Samarinda	Samarinda
1047	Changhua	Changhua
1048	Pietermaritzburg	Pietermaritzburg
1049	Hŭngnam	Hungnam
1050	Kolhāpur	Kolhapur
1051	Ciudad Guayana	Ciudad Guayana
1052	Cúcuta	Cucuta
1053	Licheng	Licheng
1054	Thiruvananthapuram	Thiruvananthapuram
1055	Tyumen	Tyumen
1056	Cancún	Cancun
1057	Zaporizhzhia	Zaporizhzhia
1058	Tlajomulco de Zúñiga	Tlajomulco de Zuniga
1059	Chengguan	Chengguan
1060	Kumamoto	Kumamoto
1061	Nehe	Nehe
1062	Sokoto	Sokoto
1063	Birmingham	Birmingham
1064	Zunhua	Zunhua
1065	Orūmīyeh	Orumiyeh
1066	Oyo	Oyo
1067	Wugang	Wugang
1068	Shuangqiao	Shuangqiao
1069	Rennes	Rennes
1070	Sizhan	Sizhan
1071	Comodoro Rivadavia	Comodoro Rivadavia
1072	Langzhong	Langzhong
1073	Bristol	Bristol
1074	Qian’an	Qian'an
1075	Lviv	Lviv
1076	Zouping	Zouping
1077	Bremen	Bremen
1078	Reynosa	Reynosa
1079	An Najaf	An Najaf
1080	Sagamihara	Sagamihara
1081	Guli	Guli
1082	Sarasota	Sarasota
1083	Mississauga	Mississauga
1084	Lingbao Chengguanzhen	Lingbao Chengguanzhen
1085	Okayama	Okayama
1086	Anlu	Anlu
1087	Wusong	Wusong
1088	Dayton	Dayton
1089	Changsha	Changsha
1090	Enugu	Enugu
1091	George Town	George Town
1092	Jaboatão	Jaboatao
1093	Santo André	Santo Andre
1094	Xichang	Xichang
1095	Soledad	Soledad
1096	Chengxiang	Chengxiang
1097	Tolyatti	Tolyatti
1098	Sahāranpur	Saharanpur
1099	Warangal	Warangal
1100	Edogawa	Edogawa
1101	Osasco	Osasco
1102	Dashiqiao	Dashiqiao
1103	Latakia	Latakia
1104	Rochester	Rochester
1105	Fresno	Fresno
1106	Banjarmasin	Banjarmasin
1107	Salem	Salem
1108	Uberlândia	Uberlandia
1109	Shishi	Shishi
1110	Grenoble	Grenoble
1111	Guadalupe	Guadalupe
1112	Adachi	Adachi
1113	Qianxi	Qianxi
1114	Aracaju	Aracaju
1115	Bauchi	Bauchi
1116	Hamilton	Hamilton
1117	Łódź	Lodz
1118	Miluo Chengguanzhen	Miluo Chengguanzhen
1119	Gaizhou	Gaizhou
1120	Mālegaon	Malegaon
1121	Karbalā’	Karbala'
1122	Leling	Leling
1123	São José dos Campos	Sao Jose dos Campos
1124	Jianshe	Jianshe
1125	Acapulco de Juárez	Acapulco de Juarez
1126	Sheffield	Sheffield
1127	Shizuoka	Shizuoka
1128	Jingcheng	Jingcheng
1129	City of Parañaque	City of Paranaque
1130	Kochi	Kochi
1131	Allentown	Allentown
1132	Tasikmalaya	Tasikmalaya
1133	Macau	Macau
1134	Torreón	Torreon
1135	Xinmin	Xinmin
1136	Shanhu	Shanhu
1137	Zhongshu	Zhongshu
1138	Xigazê	Xigaze
1139	Gold Coast	Gold Coast
1140	Cagayan de Oro	Cagayan de Oro
1141	Gorakhpur	Gorakhpur
1142	Pinghu	Pinghu
1143	Palermo	Palermo
1144	Guankou	Guankou
1145	Tulsa	Tulsa
1146	Yatou	Yatou
1147	Songyang	Songyang
1148	Cape Coral	Cape Coral
1149	Ch’ŏngjin	Ch'ongjin
1150	Puyang Chengguanzhen	Puyang Chengguanzhen
1151	Qionghu	Qionghu
1152	Ribeirão Prêto	Ribeirao Preto
1153	Dasmariñas	Dasmarinas
1154	Wenchang	Wenchang
1155	Shulan	Shulan
1156	Catia La Mar	Catia La Mar
1157	Sargodha	Sargodha
1158	Bouaké	Bouake
1159	Sialkot City	Sialkot City
1160	As Sulaymānīyah	As Sulaymaniyah
1161	Hwasu-dong	Hwasu-dong
1162	Jeonju	Jeonju
1163	Durango	Durango
1164	Shimoga	Shimoga
1165	Ansan	Ansan
1166	Bulawayo	Bulawayo
1167	Xiping	Xiping
1168	Sanhe	Sanhe
1169	Guntūr	Guntur
1170	Dali	Dali
1171	Concord	Concord
1172	Contagem	Contagem
1173	Tiruppūr	Tiruppur
1174	Ch’ŏnan	Ch'onan
1175	Zaragoza	Zaragoza
1176	Düsseldorf	Dusseldorf
1177	Izhevsk	Izhevsk
1178	Guixi	Guixi
1179	Sorocaba	Sorocaba
1180	Villahermosa	Villahermosa
1181	Petaling Jaya	Petaling Jaya
1182	Tengyue	Tengyue
1183	Wuxue	Wuxue
1184	Utrecht	Utrecht
1185	Kikwit	Kikwit
1186	Colorado Springs	Colorado Springs
1187	Valenzuela	Valenzuela
1188	Qufu	Qufu
1189	Gaobeidian	Gaobeidian
1190	Ruiming	Ruiming
1191	Wrocław	Wroclaw
1192	Rasht	Rasht
1193	Nantes	Nantes
1194	Stuttgart	Stuttgart
1195	Al Hufūf	Al Hufuf
1196	Xinshi	Xinshi
1197	Cochabamba	Cochabamba
1198	Barnaul	Barnaul
1199	Tripoli	Tripoli
1200	Jin’e	Jin'e
1201	Rotterdam	Rotterdam
1202	Benghazi	Benghazi
1203	Kryvyi Rih	Kryvyi Rih
1204	Yanggok	Yanggok
1205	Changping	Changping
1206	Raurkela	Raurkela
1207	Ḩalwān	Halwan
1208	Charleston	Charleston
1209	Chimalhuacán	Chimalhuacan
1210	Xinxing	Xinxing
1211	Suohe	Suohe
1212	Mangalore	Mangalore
1213	Zhuangyuan	Zhuangyuan
1214	Ulyanovsk	Ulyanovsk
1215	Irkutsk	Irkutsk
1216	Nānded	Nanded
1217	Bacoor	Bacoor
1218	Pontianak	Pontianak
1219	Villa Nueva	Villa Nueva
1220	Bazhou	Bazhou
1221	Springfield	Springfield
1222	Turpan	Turpan
1223	Xingtai	Xingtai
1224	Meihekou	Meihekou
1225	Cuiabá	Cuiaba
1226	Jurong	Jurong
1227	Feira de Santana	Feira de Santana
1228	Khabarovsk	Khabarovsk
1229	Zhugang	Zhugang
1230	Xinji	Xinji
1231	Hamhŭng	Hamhung
1232	Serang	Serang
1233	Sanya	Sanya
1234	Buraydah	Buraydah
1235	Ta‘izz	Ta`izz
1236	Montpellier	Montpellier
1237	San Miguel de Tucumán	San Miguel de Tucuman
1238	Yaroslavl	Yaroslavl
1239	Zhangshu	Zhangshu
1240	Grand Rapids	Grand Rapids
1241	Vladivostok	Vladivostok
1242	Kuantan	Kuantan
1243	Gothenburg	Gothenburg
1244	Cuttack	Cuttack
1245	Jambi	Jambi
1246	Zhuozhou	Zhuozhou
1247	Tianchang	Tianchang
1248	Las Piñas City	Las Pinas City
1249	Cimahi	Cimahi
1250	Tuxtla	Tuxtla
1251	Balikpapan	Balikpapan
1252	Qamdo	Qamdo
1253	Joinvile	Joinvile
1254	Durban	Durban
1255	General Santos	General Santos
1256	Chānda	Chanda
1257	Kagoshima	Kagoshima
1258	Leipzig	Leipzig
1259	Al Ḩillah	Al Hillah
1260	Makhachkala	Makhachkala
1261	Sihui	Sihui
1262	Mar del Plata	Mar del Plata
1263	Brampton	Brampton
1264	Luocheng	Luocheng
1265	Pereira	Pereira
1266	Mission Viejo	Mission Viejo
1267	Dortmund	Dortmund
1268	Chuxiong	Chuxiong
1269	Makati City	Makati City
1270	Albany	Albany
1271	Shah Alam	Shah Alam
1272	Knoxville	Knoxville
1273	Essen	Essen
1274	Shangzhi	Shangzhi
1275	Botou	Botou
1276	Bucaramanga	Bucaramanga
1277	Anyang	Anyang
1278	Genoa	Genoa
1279	Kuiju	Kuiju
1280	Tlaquepaque	Tlaquepaque
1281	Puente Alto	Puente Alto
1282	Dehra Dūn	Dehra Dun
1283	Aţ Ţā’if	At Ta'if
1284	San Jose del Monte	San Jose del Monte
1285	Bakersfield	Bakersfield
1286	Wancheng	Wancheng
1287	Hachiōji	Hachioji
1288	Ogden	Ogden
1289	Xiulin	Xiulin
1290	Fu’an	Fu'an
1291	Tomsk	Tomsk
1292	Kermān	Kerman
1293	Kingston upon Hull	Kingston upon Hull
1294	Al Maḩallah al Kubrá	Al Mahallah al Kubra
1295	Kumul	Kumul
1296	Luofeng	Luofeng
1297	Lingyuan	Lingyuan
1298	Baton Rouge	Baton Rouge
1299	Wencheng	Wencheng
1300	Ciudad Bolívar	Ciudad Bolivar
1301	Durgāpur	Durgapur
1302	Orenburg	Orenburg
1303	Shenzhou	Shenzhou
1304	Āsansol	Asansol
1305	Bacolod	Bacolod
1306	Akron	Akron
1307	New Haven	New Haven
1308	Zhenzhou	Zhenzhou
1309	Surakarta	Surakarta
1310	Jieshou	Jieshou
1311	Lanxi	Lanxi
1312	Zāhedān	Zahedan
1313	Dangyang	Dangyang
1314	Columbia	Columbia
1315	Kemerovo	Kemerovo
1316	Dresden	Dresden
1317	Veracruz	Veracruz
1318	Bhāvnagar	Bhavnagar
1319	Luanzhou	Luanzhou
1320	Novokuznetsk	Novokuznetsk
1321	Nellore	Nellore
1322	Chiclayo	Chiclayo
1323	Palma	Palma
1324	Al Ḩudaydah	Al Hudaydah
1325	Eslāmshahr	Eslamshahr
1326	Cabinda	Cabinda
1327	Amrāvati	Amravati
1328	Korla	Korla
1329	Huanghua	Huanghua
1330	Londrina	Londrina
1331	Tabūk	Tabuk
1332	Xingcheng	Xingcheng
1333	Kaiyuan	Kaiyuan
1334	Valledupar	Valledupar
1335	Fengcheng	Fengcheng
1336	Ajmer	Ajmer
1337	Tinnevelly	Tinnevelly
1338	Fuding	Fuding
1339	Maturín	Maturin
1340	An Nāşirīyah	An Nasiriyah
1341	Al Ḩillah	Al Hillah
1342	Ibagué	Ibague
1343	Hannover	Hannover
1344	Ryazan	Ryazan
1345	Panshi	Panshi
1346	Kassala	Kassala
1347	Ananindeua	Ananindeua
1348	Chang’an	Chang'an
1349	Shashi	Shashi
1350	Poznań	Poznan
1351	Aksu	Aksu
1352	Salta	Salta
1353	Astrakhan	Astrakhan
1354	Mingguang	Mingguang
1355	Naberezhnyye Chelny	Naberezhnyye Chelny
1356	Bīkaner	Bikaner
1357	Agartala	Agartala
1358	Xalapa	Xalapa
1359	Ndola	Ndola
1360	Hamadān	Hamadan
1361	Villavicencio	Villavicencio
1362	Ailan Mubage	Ailan Mubage
1363	Ensenada	Ensenada
1364	Lyon	Lyon
1365	Bắc Ninh	Bac Ninh
1366	Ciudad Apodaca	Ciudad Apodaca
1367	Santa Teresa del Tuy	Santa Teresa del Tuy
1368	Maipú	Maipu
1369	Penza	Penza
1370	Heroica Matamoros	Heroica Matamoros
1371	Port Said	Port Said
1372	Yucheng	Yucheng
1373	Meknès	Meknes
1374	Nuremberg	Nuremberg
1375	Pohang	Pohang
1376	Anda	Anda
1377	Jinghong	Jinghong
1378	Utsunomiya	Utsunomiya
1379	Liaoyuan	Liaoyuan
1380	Mesa	Mesa
1381	Surrey	Surrey
1382	Caxias do Sul	Caxias do Sul
1383	Heshan	Heshan
1384	Cuautitlán Izcalli	Cuautitlan Izcalli
1385	Ujjain	Ujjain
1386	Jiaji	Jiaji
1387	Santa Marta	Santa Marta
1388	Beining	Beining
1389	Hải Dương	Hai Duong
1390	Carrefour	Carrefour
1391	Homyel’	Homyel'
1392	Leicester	Leicester
1393	Yanji	Yanji
1394	Yicheng	Yicheng
1395	Lipetsk	Lipetsk
1396	Choloma	Choloma
1397	Ulhāsnagar	Ulhasnagar
1398	Encheng	Encheng
1399	Muntinlupa City	Muntinlupa City
1400	Linghai	Linghai
1401	Aden	Aden
1402	Matsuyama	Matsuyama
1403	Jhānsi	Jhansi
1404	Kitwe	Kitwe
1405	Kashgar	Kashgar
1406	Aba	Aba
1407	Palm Bay	Palm Bay
1408	Pingtung	Pingtung
1409	Montería	Monteria
1410	Samarkand	Samarkand
1411	Davangere	Davangere
1412	Jammu	Jammu
1413	Mazatlán	Mazatlan
1414	Murcia	Murcia
1415	Ile-Ife	Ile-Ife
1416	Kirov	Kirov
1417	Qaraghandy	Qaraghandy
1418	Belas	Belas
1419	Mazatán	Mazatan
1420	Duisburg	Duisburg
1421	Mykolaiv	Mykolaiv
1422	Provo	Provo
1423	Meicheng	Meicheng
1424	Niterói	Niteroi
1425	Matsudo	Matsudo
1426	Sukkur	Sukkur
1427	Rouen	Rouen
1428	Higashi-ōsaka	Higashi-osaka
1429	Worcester	Worcester
1430	Hongjiang	Hongjiang
1431	Chimbote	Chimbote
1432	Ixtapaluca	Ixtapaluca
1433	Dengtacun	Dengtacun
1434	Zhijiang	Zhijiang
1435	Chengjiao	Chengjiao
1436	Beipiao	Beipiao
1437	Murrieta	Murrieta
1438	Kota Bharu	Kota Bharu
1439	Ciudad López Mateos	Ciudad Lopez Mateos
1440	Vinh	Vinh
1441	Tultitlán de Mariano Escobedo	Tultitlan de Mariano Escobedo
1442	Duyun	Duyun
1443	Kandahār	Kandahar
1444	Nishinomiya-hama	Nishinomiya-hama
1445	Larkana	Larkana
1446	Cheboksary	Cheboksary
1447	Yuanping	Yuanping
1448	Port Sudan	Port Sudan
1449	Edinburgh	Edinburgh
1450	Belgaum	Belgaum
1451	Tula	Tula
1452	Suez	Suez
1453	Shahe	Shahe
1454	Yazd	Yazd
1455	Serra	Serra
1456	Nazrēt	Nazret
1457	Gaoping	Gaoping
1458	Greenville	Greenville
1459	Arāk	Arak
1460	San Nicolás de los Garza	San Nicolas de los Garza
1461	Gulbarga	Gulbarga
1462	Juiz de Fora	Juiz de Fora
1463	Dunhua	Dunhua
1464	Brookhaven	Brookhaven
1465	Az Zarqā’	Az Zarqa'
1466	Americana	Americana
1467	Ardabīl	Ardabil
1468	Sylhet	Sylhet
1469	Wichita	Wichita
1470	Toledo	Toledo
1471	Kaihua	Kaihua
1472	Caerdydd	Caerdydd
1473	Jāmnagar	Jamnagar
1474	Dhūlia	Dhulia
1475	Nampula	Nampula
1476	Gaya	Gaya
1477	Florianópolis	Florianopolis
1478	Chiniot	Chiniot
1479	Jiannan	Jiannan
1480	Ōita	Oita
1481	Wuhai	Wuhai
1482	Kaliningrad	Kaliningrad
1483	Nangong	Nangong
1484	Staten Island	Staten Island
1485	San Juan	San Juan
1486	Vila Velha	Vila Velha
1487	Macapá	Macapa
1488	Shekhupura	Shekhupura
1489	Des Moines	Des Moines
1490	Piura	Piura
1491	Jiaojiangcun	Jiaojiangcun
1492	Laohekou	Laohekou
1493	Beian	Beian
1494	Fujin	Fujin
1495	Celaya	Celaya
1496	Xiaoyi	Xiaoyi
1497	Strasbourg	Strasbourg
1498	Lanús	Lanus
1499	Qingzhen	Qingzhen
1500	Jiangshan	Jiangshan
1501	Ba‘qūbah	Ba`qubah
1502	Tamale	Tamale
1503	Gdańsk	Gdansk
1504	Manado	Manado
1505	Jinchang	Jinchang
1506	Kanazawa	Kanazawa
1507	Calabar	Calabar
1508	Long Beach	Long Beach
1509	Malatya	Malatya
1510	Huế	Hue
1511	Cranbourne	Cranbourne
1512	Jalgaon	Jalgaon
1513	Port St. Lucie	Port St. Lucie
1514	Mauá	Maua
1515	Fukuyama	Fukuyama
1516	Tel Aviv-Yafo	Tel Aviv-Yafo
1517	Xicheng	Xicheng
1518	Marikina City	Marikina City
1519	Pyeongtaek	Pyeongtaek
1520	Kurnool	Kurnool
1521	City of Calamba	City of Calamba
1522	Denton	Denton
1523	Ar Ramādī	Ar Ramadi
1524	Melaka	Melaka
1525	Jian’ou	Jian'ou
1526	Huadian	Huadian
1527	Taoyuan District	Taoyuan District
1528	Iloilo	Iloilo
1529	Kota Kinabalu	Kota Kinabalu
1530	Minzhu	Minzhu
1531	Rājshāhi	Rajshahi
1532	Ţanţā	Tanta
1533	Balashikha	Balashikha
1534	Udaipur	Udaipur
1535	Kursk	Kursk
1536	Mariupol	Mariupol
1537	Bukavu	Bukavu
1538	Hsinchu	Hsinchu
1539	Barcelona	Barcelona
1540	Constantine	Constantine
1541	Tanbei	Tanbei
1542	Ado-Ekiti	Ado-Ekiti
1543	Batman	Batman
1544	Pasay City	Pasay City
1545	Madison	Madison
1546	Baisha	Baisha
1547	Betim	Betim
1548	Bellary	Bellary
1549	Santiago de Cuba	Santiago de Cuba
1550	Yongji	Yongji
1551	Reno	Reno
1552	Danjiangkou	Danjiangkou
1553	Kahramanmaraş	Kahramanmaras
1554	São José do Rio Prêto	Sao Jose do Rio Preto
1555	Andijon	Andijon
1556	Harrisburg	Harrisburg
1557	Nancy	Nancy
1558	Puerto Plata	Puerto Plata
1559	Machida	Machida
1560	Ning’an	Ning'an
1561	Beira	Beira
1562	Little Rock	Little Rock
1563	San Cristóbal	San Cristobal
1564	Zürich	Zurich
1565	Zhangjiakou Shi Xuanhua Qu	Zhangjiakou Shi Xuanhua Qu
1566	Sunch’ŏn	Sunch'on
1567	Diadema	Diadema
1568	Guangming	Guangming
1569	Sāngli	Sangli
1570	Tuticorin	Tuticorin
1571	Herāt	Herat
1572	Kupang	Kupang
1573	Jeju	Jeju
1574	Bandar ‘Abbās	Bandar `Abbas
1575	Santos	Santos
1576	Manizales	Manizales
1577	Stavropol	Stavropol
1578	Katsina	Katsina
1579	Yogyakarta	Yogyakarta
1580	Calicut	Calicut
1581	Zanjān	Zanjan
1582	Welkom	Welkom
1583	Ulan-Ude	Ulan-Ude
1584	Oakland	Oakland
1585	Mazār-e Sharīf	Mazar-e Sharif
1586	Kāshān	Kashan
1587	Kenitra	Kenitra
1588	Uyo	Uyo
1589	Maringá	Maringa
1590	Khamīs Mushayţ	Khamis Mushayt
1591	Masan	Masan
1592	Cusco	Cusco
1593	Sevastopol	Sevastopol
1594	Mandaluyong City	Mandaluyong City
1595	Porto Velho	Porto Velho
1596	Florencio Varela	Florencio Varela
1597	Akola	Akola
1598	Yan’an Beilu	Yan'an Beilu
1599	Agadir	Agadir
1600	Mogi das Cruzes	Mogi das Cruzes
1601	Durham	Durham
1602	Likasi	Likasi
1603	Buenaventura	Buenaventura
1604	Laval	Laval
1605	Toyota	Toyota
1606	Winston-Salem	Winston-Salem
1607	Uijeongbu	Uijeongbu
1608	Tver	Tver
1609	Elazığ	Elazig
1610	Akure	Akure
1611	Hpa-An	Hpa-An
1612	Bonita Springs	Bonita Springs
1613	Mishan	Mishan
1614	Hailin	Hailin
1615	Seremban	Seremban
1616	Lecheng	Lecheng
1617	Zhengjiatun	Zhengjiatun
1618	Luhansk	Luhansk
1619	Pencheng	Pencheng
1620	Magnitogorsk	Magnitogorsk
1621	Takamatsu	Takamatsu
1622	Angeles City	Angeles City
1623	El Obeid	El Obeid
1624	Dalai	Dalai
1625	Xingren	Xingren
1626	Kolwezi	Kolwezi
1627	Wenlan	Wenlan
1628	Indio	Indio
1629	Palm Coast	Palm Coast
1630	Arusha	Arusha
1631	Fenyang	Fenyang
1632	Paju	Paju
1633	Oujda-Angad	Oujda-Angad
1634	Mataram	Mataram
1635	Chattanooga	Chattanooga
1636	Lapu-Lapu City	Lapu-Lapu City
1637	Jhang City	Jhang City
1638	Nagqu	Nagqu
1639	Kisumu	Kisumu
1640	Jayapura	Jayapura
1641	Montes Claros	Montes Claros
1642	Rio Branco	Rio Branco
1643	Toyama	Toyama
1644	Fangting	Fangting
1645	Spokane	Spokane
1646	Sochi	Sochi
1647	Bhāgalpur	Bhagalpur
1648	Ivanovo	Ivanovo
1649	Osogbo	Osogbo
1650	Imus	Imus
1651	Ciudad Obregón	Ciudad Obregon
1652	Türkmenabat	Turkmenabat
1653	Zaria	Zaria
1654	Namangan	Namangan
1655	Bryansk	Bryansk
1656	Taiping	Taiping
1657	Maracay	Maracay
1658	Jiexiu	Jiexiu
1659	Mbale	Mbale
1660	Taraz	Taraz
1661	Asyūţ	Asyut
1662	Santa Fe	Santa Fe
1663	Campina Grande	Campina Grande
1664	Nagasaki	Nagasaki
1665	Szczecin	Szczecin
1666	Ghulja	Ghulja
1667	Syracuse	Syracuse
1668	Carapicuíba	Carapicuiba
1669	Quilon	Quilon
1670	Jundiaí	Jundiai
1671	Gifu	Gifu
1672	Lancaster	Lancaster
1673	Eindhoven	Eindhoven
1674	Sīkar	Sikar
1675	Tumkūr	Tumkur
1676	Jiangjiafan	Jiangjiafan
1677	Dera Ghazi Khan	Dera Ghazi Khan
1678	Arlington	Arlington
1679	Miyazaki	Miyazaki
1680	Stockton	Stockton
1681	Bhātpāra	Bhatpara
1682	Sandakan	Sandakan
1683	Hejin	Hejin
1684	Thanh Hóa	Thanh Hoa
1685	Muzaffarnagar	Muzaffarnagar
1686	Poughkeepsie	Poughkeepsie
1687	Campos	Campos
1688	Metz	Metz
1689	Nha Trang	Nha Trang
1690	Belgorod	Belgorod
1691	Yola	Yola
1692	Lobito	Lobito
1693	Saurimo	Saurimo
1694	Olinda	Olinda
1695	Bologna	Bologna
1696	Ad Dīwānīyah	Ad Diwaniyah
1697	Gujrat	Gujrat
1698	Hancheng	Hancheng
1699	Fuyu	Fuyu
1700	Karamay	Karamay
1701	Kākināda	Kakinada
1702	Augusta	Augusta
1703	Bhīlwāra	Bhilwara
1704	Tieli	Tieli
1705	Cilegon	Cilegon
1706	Baicheng	Baicheng
1707	Nizāmābād	Nizamabad
1708	Boise	Boise
1709	Tonalá	Tonala
1710	Mwanza	Mwanza
1711	Aqtöbe	Aqtobe
1712	Oxnard	Oxnard
1713	Tétouan	Tetouan
1714	Okazaki	Okazaki
1715	Cariacica	Cariacica
1716	Ḩā’il	Ha'il
1717	Las Palmas	Las Palmas
1718	Yidu	Yidu
1719	Lianzhou	Lianzhou
1720	Florence	Florence
1721	Scranton	Scranton
1722	Brno	Brno
1723	London	London
1724	Modesto	Modesto
1725	Kissimmee	Kissimmee
1726	Pasto	Pasto
1727	Ichinomiya	Ichinomiya
1728	Qazvīn	Qazvin
1729	Irapuato	Irapuato
1730	Novi Sad	Novi Sad
1731	Shihezi	Shihezi
1732	Shache	Shache
1733	Pānihāti	Panihati
1734	Huancayo	Huancayo
1735	Aurora	Aurora
1736	Malabon	Malabon
1737	Pétion-Ville	Petion-Ville
1738	Sintra	Sintra
1739	Parbhani	Parbhani
1740	Usulután	Usulutan
1741	Youngstown	Youngstown
1742	Christchurch	Christchurch
1743	Hatay	Hatay
1744	Iquitos	Iquitos
1745	Sivas	Sivas
1746	Helixi	Helixi
1747	A Coruña	A Coruna
1748	Manukau City	Manukau City
1749	Stoke-on-Trent	Stoke-on-Trent
1750	Cumaná	Cumana
1751	Vinnytsia	Vinnytsia
1752	Rohtak	Rohtak
1753	Lātūr	Latur
1754	Bello	Bello
1755	Sanandaj	Sanandaj
1756	Nuevo Laredo	Nuevo Laredo
1757	Ambon	Ambon
1758	Mandaue City	Mandaue City
1759	Keelung	Keelung
1760	Toyohashi	Toyohashi
1761	La Florida	La Florida
1762	Varna	Varna
1763	Lengshuijiang	Lengshuijiang
1764	Anguo	Anguo
1765	Rājapālaiyam	Rajapalaiyam
1766	Rodriguez	Rodriguez
1767	Madan	Madan
1768	Az Zubayr	Az Zubayr
1769	Al Qaţīf	Al Qatif
1770	Cuernavaca	Cuernavaca
1771	Nicolás Romero	Nicolas Romero
1772	Huichang	Huichang
1773	Vitsyebsk	Vitsyebsk
1774	Nagano	Nagano
1775	Bauru	Bauru
1776	Yanjiao	Yanjiao
1777	Bochum	Bochum
1778	Anápolis	Anapolis
1779	Coventry	Coventry
1780	Zalantun	Zalantun
1781	Tecámac	Tecamac
1782	Ciudad General Escobedo	Ciudad General Escobedo
1783	Wŏnsan	Wonsan
1784	Kocaeli	Kocaeli
1785	Bengkulu	Bengkulu
1786	Shuanghejiedao	Shuanghejiedao
1787	Surgut	Surgut
1788	Bobo-Dioulasso	Bobo-Dioulasso
1789	Umuahia	Umuahia
1790	Gedaref	Gedaref
1791	Palu	Palu
1792	Santa Rosa	Santa Rosa
1793	Pokhara	Pokhara
1794	Mahilyow	Mahilyow
1795	Wudalianchi	Wudalianchi
1796	Sungai Petani	Sungai Petani
1797	Nam Định	Nam Dinh
1798	Sinŭiju	Sinuiju
1799	Vitória	Vitoria
1800	Hrodna	Hrodna
1801	Vladimir	Vladimir
1802	Bilbao	Bilbao
1803	São Vicente	Sao Vicente
1804	Cubal	Cubal
1805	Yong’an	Yong'an
1806	Itaquaquecetuba	Itaquaquecetuba
1807	Wuppertal	Wuppertal
1808	Minatitlán	Minatitlan
1809	Nizhniy Tagil	Nizhniy Tagil
1810	Ponta Grossa	Ponta Grossa
1811	Hongzhai	Hongzhai
1812	Wakayama	Wakayama
1813	Pavlodar	Pavlodar
1814	Gimpo	Gimpo
1815	Rahimyar Khan	Rahimyar Khan
1816	Nara	Nara
1817	Van	Van
1818	Corrientes	Corrientes
1819	San Pedro	San Pedro
1820	Neiva	Neiva
1821	Arkhangelsk	Arkhangelsk
1822	Licheng	Licheng
1823	Koshigaya	Koshigaya
1824	Cabimas	Cabimas
1825	Yakeshi	Yakeshi
1826	Baguio City	Baguio City
1827	Ahmadnagar	Ahmadnagar
1828	Fayetteville	Fayetteville
1829	Canoas	Canoas
1830	Holguín	Holguin
1831	Qoqon	Qoqon
1832	Anaheim	Anaheim
1833	Yingmen	Yingmen
1834	Piracicaba	Piracicaba
1835	Bydgoszcz	Bydgoszcz
1836	Antofagasta	Antofagasta
1837	Khorramābād	Khorramabad
1838	Rājahmundry	Rajahmundry
1839	Chita	Chita
1840	Caruaru	Caruaru
1841	Makiivka	Makiivka
1842	Chitungwiza	Chitungwiza
1843	Pensacola	Pensacola
1844	Victorville	Victorville
1845	Tanch’ŏn	Tanch'on
1846	Tokorozawa	Tokorozawa
1847	Sumqayıt	Sumqayit
1848	Kūstī	Kusti
1849	Al ‘Amārah	Al `Amarah
1850	Cuddapah	Cuddapah
1851	Simferopol	Simferopol
1852	Plovdiv	Plovdiv
1853	Tarlac City	Tarlac City
1854	Ōtsu	Otsu
1855	Pelotas	Pelotas
1856	Lancaster	Lancaster
1857	Greensboro	Greensboro
1858	Iligan	Iligan
1859	East London	East London
1860	Franca	Franca
1861	Brest	Brest
1862	Kaluga	Kaluga
1863	Yeosu	Yeosu
1864	Corpus Christi	Corpus Christi
1865	Muzaffarpur	Muzaffarpur
1866	Lublin	Lublin
1867	Lianran	Lianran
1868	Alwar	Alwar
1869	Baishan	Baishan
1870	Kawagoe	Kawagoe
1871	Farg‘ona	Farg`ona
